Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age Group,c19_deaths,pneu_deaths,flu_deaths,pne_or_flu_deaths,pne_flu_c19_deaths,total_deaths
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Colorado,18-64 years,0,,0,,,259
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Colorado,65 years and over,24,40,0,40,54,551
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Connecticut,All Ages,,30,0,30,37,632
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Connecticut,0-17 years,0,0,0,0,0,
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Connecticut,18-64 years,,,0,,,137
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Connecticut,65 years and over,,24,0,24,29,490
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Delaware,All Ages,,13,0,13,19,201
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Delaware,0-17 years,0,0,0,0,0,
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Delaware,18-64 years,,,0,,,53
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Delaware,65 years and over,,11,0,11,16,146
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,District of Columbia,All Ages,,11,0,11,13,89
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,District of Columbia,0-17 years,0,0,0,0,0,
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,District of Columbia,18-64 years,,,0,,,28
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,District of Columbia,65 years and over,,10,0,10,11,60
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Florida,All Ages,417,458,0,458,629,"4,464"
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Florida,0-17 years,,0,0,0,,32
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Florida,18-64 years,70,89,0,89,113,"1,112"
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Florida,65 years and over,346,369,0,369,515,"3,320"
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Georgia,All Ages,225,192,0,192,306,"1,985"
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Georgia,0-17 years,,0,0,0,,17
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Georgia,18-64 years,57,53,0,53,78,588
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Georgia,65 years and over,167,139,0,139,227,"1,380"
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Hawaii,All Ages,26,22,0,22,34,243
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Hawaii,0-17 years,0,0,0,0,0,
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Hawaii,18-64 years,,,0,,,56
09/20/2020,09/26/2020,2020,39,09/26/2020,By Week,Week-ending,Hawaii,65 years and over,18,15,0,15,25,184
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Alabama,All Ages,119,98,0,98,177,"1,125"
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Alabama,0-17 years,0,,0,,,10
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Alabama,18-64 years,24,18,0,18,37,304
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Alabama,65 years and over,95,79,0,79,139,811
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Alaska,All Ages,,,0,,,81
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Alaska,0-17 years,0,0,0,0,0,
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Alaska,18-64 years,,0,0,0,,32
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Alaska,65 years and over,0,,0,,,48
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Arizona,All Ages,35,81,0,81,98,"1,192"
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Arizona,0-17 years,0,0,0,0,0,23
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Arizona,18-64 years,11,20,0,20,25,297
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Arizona,65 years and over,24,61,0,61,73,872
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Arkansas,All Ages,118,103,0,103,162,782
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Arkansas,0-17 years,0,,0,,,
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Arkansas,18-64 years,27,27,0,27,43,236
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Arkansas,65 years and over,91,75,0,75,118,538
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,California,All Ages,346,488,0,488,642,"5,648"
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,California,0-17 years,,,0,,,74
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,California,18-64 years,103,128,0,128,172,"1,493"
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,California,65 years and over,241,359,0,359,468,"4,081"
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Colorado,All Ages,35,48,0,48,70,768
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Colorado,0-17 years,0,0,0,0,0,
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Colorado,18-64 years,10,12,0,12,20,223
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Colorado,65 years and over,25,36,0,36,50,542
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Connecticut,All Ages,17,24,0,24,35,625
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Connecticut,0-17 years,0,0,0,0,0,
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Connecticut,18-64 years,,,0,,,142
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Connecticut,65 years and over,12,19,0,19,27,480
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Delaware,All Ages,13,16,0,16,23,202
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Delaware,0-17 years,0,0,0,0,0,
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Delaware,18-64 years,,,0,,,41
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Delaware,65 years and over,12,14,0,14,21,159
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,District of Columbia,All Ages,,10,0,10,11,95
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,District of Columbia,0-17 years,0,0,0,0,0,
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,District of Columbia,18-64 years,,,0,,,31
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,District of Columbia,65 years and over,,,0,,10,62
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Florida,All Ages,322,392,,393,535,"4,350"
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Florida,0-17 years,0,0,0,0,0,33
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Florida,18-64 years,67,87,,88,111,"1,074"
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Florida,65 years and over,255,305,0,305,424,"3,243"
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Georgia,All Ages,160,142,0,142,227,"1,906"
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Georgia,0-17 years,0,0,0,0,0,27
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Georgia,18-64 years,35,35,0,35,52,531
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Georgia,65 years and over,125,107,0,107,175,"1,348"
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Hawaii,All Ages,20,24,,25,33,215
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Hawaii,0-17 years,0,0,0,0,0,
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Hawaii,18-64 years,,,0,,,41
09/27/2020,10/03/2020,2020,40,10/03/2020,By Week,Week-ending,Hawaii,65 years and over,15,17,,18,25,173
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Alabama,All Ages,143,106,,107,194,"1,237"
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Alabama,0-17 years,0,0,0,0,0,14
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Alabama,18-64 years,26,21,0,21,37,334
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Alabama,65 years and over,117,85,,86,157,889
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Alaska,All Ages,,12,0,12,14,123
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Alaska,0-17 years,0,0,0,0,0,
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Alaska,18-64 years,,,0,,,45
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Alaska,65 years and over,,,0,,,75
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Arizona,All Ages,56,79,0,79,106,"1,236"
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Arizona,0-17 years,0,0,0,0,0,19
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Arizona,18-64 years,18,18,0,18,26,300
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Arizona,65 years and over,38,61,0,61,80,917
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Arkansas,All Ages,144,111,0,111,173,796
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Arkansas,0-17 years,0,0,0,0,0,10
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Arkansas,18-64 years,22,16,0,16,26,201
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Arkansas,65 years and over,122,95,0,95,147,585
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,California,All Ages,372,516,,517,666,"5,537"
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,California,0-17 years,0,0,0,0,0,54
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,California,18-64 years,103,136,0,136,170,"1,469"
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,California,65 years and over,269,380,,381,496,"4,014"
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Colorado,All Ages,36,49,0,49,68,787
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Colorado,0-17 years,0,0,0,0,0,10
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Colorado,18-64 years,,12,0,12,15,222
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Colorado,65 years and over,29,37,0,37,53,555
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Connecticut,All Ages,16,30,0,30,41,639
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Connecticut,0-17 years,0,0,0,0,0,
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Connecticut,18-64 years,,,0,,,150
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Connecticut,65 years and over,14,23,0,23,32,483
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Delaware,All Ages,11,15,0,15,20,201
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Delaware,0-17 years,0,0,0,0,0,
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Delaware,18-64 years,,,0,,,44
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Delaware,65 years and over,,11,0,11,15,156
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,District of Columbia,All Ages,,12,0,12,14,116
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,District of Columbia,0-17 years,0,0,0,0,0,
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,District of Columbia,18-64 years,,,0,,,37
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,District of Columbia,65 years and over,,,0,,11,77
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Florida,All Ages,328,419,0,419,546,"4,509"
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Florida,0-17 years,0,,0,,,47
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Florida,18-64 years,61,76,0,76,108,"1,130"
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Florida,65 years and over,267,342,0,342,437,"3,332"
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Georgia,All Ages,170,150,0,150,235,"1,886"
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Georgia,0-17 years,0,0,0,0,0,21
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Georgia,18-64 years,46,35,0,35,60,574
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Georgia,65 years and over,124,115,0,115,175,"1,291"
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Hawaii,All Ages,20,22,0,22,32,232
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Hawaii,0-17 years,0,0,0,0,0,
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Hawaii,18-64 years,,,0,,11,51
10/04/2020,10/10/2020,2020,41,10/10/2020,By Week,Week-ending,Hawaii,65 years and over,12,15,0,15,21,178
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Alabama,All Ages,132,93,0,93,183,"1,213"
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Alabama,0-17 years,0,,0,,,14
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Alabama,18-64 years,25,11,0,11,32,311
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Alabama,65 years and over,107,81,0,81,150,888
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Alaska,All Ages,10,,0,,14,105
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Alaska,0-17 years,0,0,0,0,0,
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Alaska,18-64 years,,,0,,,34
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Alaska,65 years and over,,,0,,10,70
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Arizona,All Ages,46,81,0,81,100,"1,236"
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Arizona,0-17 years,0,0,0,0,0,13
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Arizona,18-64 years,,20,0,20,23,344
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Arizona,65 years and over,40,61,0,61,77,879
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Arkansas,All Ages,144,115,,116,191,785
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Arkansas,0-17 years,0,,0,,,12
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Arkansas,18-64 years,27,21,0,21,36,194
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Arkansas,65 years and over,117,93,,94,154,579
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,California,All Ages,300,442,,443,582,"5,574"
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,California,0-17 years,0,,0,,,48
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,California,18-64 years,80,108,,109,146,"1,478"
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,California,65 years and over,220,333,0,333,435,"4,048"
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Colorado,All Ages,37,61,0,61,81,860
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Colorado,0-17 years,0,0,0,0,0,12
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Colorado,18-64 years,,,0,,12,236
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Colorado,65 years and over,32,53,0,53,69,612
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Connecticut,All Ages,30,36,0,36,61,617
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Connecticut,0-17 years,0,0,0,0,0,
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Connecticut,18-64 years,,,0,,10,138
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Connecticut,65 years and over,26,29,0,29,51,476
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Delaware,All Ages,18,10,0,10,21,199
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Delaware,0-17 years,0,0,0,0,0,
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Delaware,18-64 years,,,0,,,40
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Delaware,65 years and over,17,,0,,18,158
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,District of Columbia,All Ages,,,0,,,95
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,District of Columbia,0-17 years,0,0,0,0,0,
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,District of Columbia,18-64 years,,,0,,,35
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,District of Columbia,65 years and over,,,0,,,57
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Florida,All Ages,336,425,0,425,561,"4,371"
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Florida,0-17 years,0,0,0,0,0,37
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Florida,18-64 years,59,86,0,86,115,"1,032"
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Florida,65 years and over,277,339,0,339,446,"3,302"
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Georgia,All Ages,152,173,,175,241,"1,918"
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Georgia,0-17 years,0,0,0,0,0,22
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Georgia,18-64 years,43,41,,42,61,626
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Georgia,65 years and over,109,132,,133,180,"1,270"
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Hawaii,All Ages,18,19,0,19,28,236
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Hawaii,0-17 years,0,0,0,0,0,
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Hawaii,18-64 years,,,0,,,46
10/11/2020,10/17/2020,2020,42,10/17/2020,By Week,Week-ending,Hawaii,65 years and over,13,14,0,14,22,184
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Alabama,All Ages,133,108,,109,200,"1,162"
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Alabama,0-17 years,0,0,0,0,0,12
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Alabama,18-64 years,31,22,0,22,44,324
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Alabama,65 years and over,102,86,,87,156,826
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Alaska,All Ages,,,0,,11,104
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Alaska,0-17 years,0,0,0,0,0,
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Alaska,18-64 years,0,,0,,,37
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Alaska,65 years and over,,,0,,,66
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Arizona,All Ages,60,90,0,90,116,"1,268"
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Arizona,0-17 years,0,0,0,0,0,17
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Arizona,18-64 years,13,24,0,24,27,344
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Arizona,65 years and over,47,66,0,66,89,907
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Arkansas,All Ages,146,120,0,120,190,799
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Arkansas,0-17 years,0,,0,,,13
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Arkansas,18-64 years,17,13,0,13,23,199
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Arkansas,65 years and over,129,106,0,106,166,587
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,California,All Ages,297,423,0,423,550,"5,340"
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,California,0-17 years,0,,0,,,37
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,California,18-64 years,83,96,0,96,133,"1,423"
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,California,65 years and over,214,326,0,326,416,"3,880"
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Colorado,All Ages,59,63,0,63,96,856
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Colorado,0-17 years,0,0,0,0,0,
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Colorado,18-64 years,12,14,0,14,20,199
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Colorado,65 years and over,47,49,0,49,76,650
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Connecticut,All Ages,32,37,0,37,62,678
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Connecticut,0-17 years,0,0,0,0,0,
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Connecticut,18-64 years,,,0,,,141
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Connecticut,65 years and over,30,32,0,32,56,530
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Delaware,All Ages,23,13,0,13,28,218
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Delaware,0-17 years,0,0,0,0,0,
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Delaware,18-64 years,,,0,,,52
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Delaware,65 years and over,18,,0,,20,164
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,District of Columbia,All Ages,,11,0,11,11,97
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,District of Columbia,0-17 years,0,,0,,,
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,District of Columbia,18-64 years,,,0,,,32
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,District of Columbia,65 years and over,,,0,,,63
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Florida,All Ages,286,386,,387,512,"4,336"
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Florida,0-17 years,0,,0,,,34
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Florida,18-64 years,58,83,,84,115,"1,017"
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Florida,65 years and over,228,301,0,301,395,"3,285"
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Georgia,All Ages,165,149,,150,233,"1,932"
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Georgia,0-17 years,0,0,0,0,0,17
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Georgia,18-64 years,37,32,0,32,53,544
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Georgia,65 years and over,128,117,,118,180,"1,371"
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Hawaii,All Ages,14,12,0,12,21,235
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Hawaii,0-17 years,0,0,0,0,0,0
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Hawaii,18-64 years,,,0,,,57
10/18/2020,10/24/2020,2020,43,10/24/2020,By Week,Week-ending,Hawaii,65 years and over,12,,0,,17,178
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Alabama,All Ages,136,113,0,113,196,"1,198"
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Alabama,0-17 years,0,,0,,,20
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Alabama,18-64 years,32,26,0,26,44,314
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Alabama,65 years and over,104,85,0,85,150,864
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Alaska,All Ages,10,11,0,11,15,111
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Alaska,0-17 years,0,0,0,0,0,
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Alaska,18-64 years,,,0,,,52
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Alaska,65 years and over,,,0,,,58
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Arizona,All Ages,83,101,0,101,142,"1,301"
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Arizona,0-17 years,0,0,0,0,0,25
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Arizona,18-64 years,22,27,0,27,35,367
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Arizona,65 years and over,61,74,0,74,107,909
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Arkansas,All Ages,141,97,,99,178,778
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Arkansas,0-17 years,0,0,0,0,0,
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Arkansas,18-64 years,20,17,0,17,27,183
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,Arkansas,65 years and over,121,80,,82,151,593
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,California,All Ages,328,441,,442,596,"5,507"
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,California,0-17 years,0,,0,,,52
10/25/2020,10/31/2020,2020,44,10/31/2020,By Week,Week-ending,California,18-64 years,85,95,,96,140,"1,431"
